attrubute_month,enterprise_name,usc_id,claim_id
2023-09,深圳恒毅信息技术有限公司,91440300MA5GQ2RBX5,485492868383768579
2023-09,深圳恒毅信息技术有限公司,91440300MA5GQ2RBX5,485492868568317955
2023-10,深圳恒毅信息技术有限公司,91440300MA5GQ2RBX5,485492868668981251
2022-11,深圳市阳和通电子有限公司,914403000944108271,485492917608120323
2023-04,深圳市阳和通电子有限公司,914403000944108271,485492917658451971
2023-08,深圳市阳和通电子有限公司,914403000944108271,485492917775892483
2023-04,深圳市阳和通电子有限公司,914403000944108271,485492917943664643
2023-11,深圳市中科领创实业有限公司,91440300MA5FN5FY20,486074468024772630
2023-11,深圳市阳和通电子有限公司,914403000944108271,486074468075104278
2023-11,深圳市阳和通电子有限公司,914403000944108271,486074468142213142
2023-11,深圳市阳和通电子有限公司,914403000944108271,486074468209322006
2023-11,深圳市福佳远景电子科技有限公司,91440300MA5EPKGM1K,486074468360579094
2023-11,广西世纪创新显示电子有限公司,91450100MA5P4XQG7L,486074669351364630
2023-11,湖北世纪联合创新科技有限公司,91420500MA48B1ALXL,486074870661179414
2022-12,深圳市中科领创实业有限公司,91440300MA5FN5FY20,486082058641211395
2023-07,深圳市中科领创实业有限公司,91440300MA5FN5FY20,486082058741874691
2023-04,深圳市中科领创实业有限公司,91440300MA5FN5FY20,486082058792206339
2023-11,深圳市中科领创实业有限公司,91440300MA5FN5FY20,486082058959978499
2022-12,深圳市福佳远景电子科技有限公司,91440300MA5EPKGM1K,486082060184715267
2023-07,深圳市福佳远景电子科技有限公司,91440300MA5EPKGM1K,486082060251824131
2023-11,深圳市福佳远景电子科技有限公司,91440300MA5EPKGM1K,486082060436373507
2023-06,深圳市天技电子技术有限公司,914403000703938666,486082063909257219
2023-09,深圳市天技电子技术有限公司,914403000703938666,486082064177692675
2023-08,深圳海荻威光电科技有限公司,914403000504565240,486082064848781315
2023-04,泸州禾苗通信科技有限公司,91510500MA67CPNH38,486082065603756035
2023-08,泸州禾苗通信科技有限公司,91510500MA67CPNH38,486082065888968707
2023-11,泸州禾苗通信科技有限公司,91510500MA67CPNH38,486082066039963651
2023-04,深圳禾苗通信科技有限公司,91440300693964493K,486082066375507971
2023-08,深圳禾苗通信科技有限公司,91440300693964493K,486082066543280131
2023-11,深圳禾苗通信科技有限公司,91440300693964493K,486082066711052291
2023-04,杭州恒毅信息技术有限公司,91330108MA27WX9X9M,486082067214368771
2023-09,杭州恒毅信息技术有限公司,91330108MA27WX9X9M,486082067382140931
2023-09,杭州恒毅信息技术有限公司,91330108MA27WX9X9M,486082067549913091
2023-10,杭州恒毅信息技术有限公司,91330108MA27WX9X9M,486082067717685251
2023-04,深圳恒毅信息技术有限公司,91440300MA5GQ2RBX5,486082068053229571
2023-09,深圳恒毅信息技术有限公司,91440300MA5GQ2RBX5,486082068388773891
2023-09,深圳恒毅信息技术有限公司,91440300MA5GQ2RBX5,486082068489437187
2023-10,深圳恒毅信息技术有限公司,91440300MA5GQ2RBX5,486082068556546051
2022-11,深圳市惠华数据服务有限公司,91440300MA5H8YJL0X,486082068875313155
2023-01,深圳市惠华数据服务有限公司,91440300MA5H8YJL0X,486082069059862531
2022-12,深圳市惠华数据服务有限公司,91440300MA5H8YJL0X,486082069160525827
2023-03,深圳市惠华数据服务有限公司,91440300MA5H8YJL0X,486082069227634691
2023-05,深圳市惠华数据服务有限公司,91440300MA5H8YJL0X,486082069395406851
2023-10,深圳市惠华数据服务有限公司,91440300MA5H8YJL0X,486082069563179011
2022-11,深圳市德智欣科技有限公司,91440300691177752R,486082069915500547
2023-04,深圳市德智欣科技有限公司,91440300691177752R,486082070234267651
2023-08,深圳市德智欣科技有限公司,91440300691177752R,486082070334930947
2023-11,深圳市德智欣科技有限公司,91440300691177752R,486082070402039811
2022-11,深圳市阳和通电子有限公司,914403000944108271,486082070737584131
2023-04,深圳市阳和通电子有限公司,914403000944108271,486082071089905667
2023-08,深圳市阳和通电子有限公司,914403000944108271,486082071190568963
2023-04,深圳市阳和通电子有限公司,914403000944108271,486082071240900611
2023-11,深圳市阳和通电子有限公司,914403000944108271,486082071408672771
2022-12,深圳市美之尚生态食品有限公司,91440300MA5GN2P005,486082071760994307
2022-12,厦门乐韵瑞科技有限公司,91350200MA31RD1P7H,486082072146870275
2022-12,南京乐韵瑞信息技术有限公司,91320115057958105F,486082072700518403
2023-02,深圳市道格恒通科技有限公司,9144030031164214X9,486082073254166531
2023-06,深圳市道格恒通科技有限公司,9144030031164214X9,486082073438715907
2023-07,深圳市道格恒通科技有限公司,9144030031164214X9,486082073606488067
2023-08,深圳市道格恒通科技有限公司,9144030031164214X9,486082073690374147
2023-02,深圳市天耀电子有限公司,914403006911707615,486082074093027331
2023-09,深圳市天耀电子有限公司,914403006911707615,486082074428571651
2023-03,广西世纪创新显示电子有限公司,91450100MA5P4XQG7L,486082074764115971
2023-09,广西世纪创新显示电子有限公司,91450100MA5P4XQG7L,486082074948665347
2023-09,广西世纪创新显示电子有限公司,91450100MA5P4XQG7L,486082075049328643
2023-11,广西世纪创新显示电子有限公司,91450100MA5P4XQG7L,486082075166769155
2023-03,恩施市致纯电子材料有限公司,91422801MA49BB7FX0,486082075619753987
2023-04,深圳市仁天芯科技有限公司,91440300056167002P,486082076458614787
2023-04,深圳市三利达电器科技有限公司,91440300088298699C,486082077029040131
2023-04,山东京北科通电子科技有限公司,91371400MA3FAAW522,486082077633019907
2023-04,北京京北通宇电子元件有限公司山东分公司,913714000906732403,486082078002118659
2023-05,北京京北通宇电子元件有限公司山东分公司,913714000906732403,486082078337662979
2023-04,北京京北通宇电子元件有限公司,91110108061342653F,486082078706761731
2023-05,深圳市多科电子有限公司,91440300085707442K,486082079277187075
2023-09,深圳市多科电子有限公司,91440300085707442K,486082079528845315
2023-06,泸州聚信达科技有限责任公司,91510504MA69PM803W,486082079814057987
2023-06,深圳市捷龙存储科技有限公司,91440300MA5EXC5DXF,486082080334151683
2023-07,江西瑞康技术有限公司,91360481MA7DJF970H,486082082498412547
2023-07,朗星辉电子设备（深圳）有限公司,91440300561547188Y,486082082833956867
2023-07,深圳市泰和电子通讯有限公司,91440300MA5EEYPFXM,486082083169501187
2023-09,深圳市南基科技有限公司,914403003295707976,486082083521822723
2023-09,深圳市传奇数码有限公司,914403007716214466,486082083840589827
2022-11,德中（深圳）激光智能科技有限公司,91440300MA5FC82P4D,486083021401751555
2023-10,德中（深圳）激光智能科技有限公司,91440300MA5FC82P4D,486083021586300931
2022-11,广东德中设备租赁有限公司,91440300MA5FYENP4M,486083021686964227
2023-10,广东德中设备租赁有限公司,91440300MA5FYENP4M,486083021737295875
2022-11,肇庆鸿天压铸有限公司,914412007750977922,486083022089617411
2022-11,肇庆鸿天金属有限公司,9144128330402284X1,486083022391607299
2022-12,肇庆鸿天科技有限公司,91441200677127708Q,486083022945255427
2023-04,深圳市中易腾达科技股份有限公司,9144030079172256X3,486083343088091139
2023-07,深圳市中易腾达科技股份有限公司,9144030079172256X3,486083343289417731
2023-06,深圳市中易腾达科技股份有限公司,9144030079172256X3,486083343322972163
2023-11,深圳市中易腾达科技股份有限公司,9144030079172256X3,486083343490744323
2023-06,东莞市中维畅想电器有限公司,91441900572350073C,486083343960506371
2023-06,惠州立兴金属制品厂有限公司,914413227649260653,486083346107990019
2023-07,广东德一实业有限公司,91441381MA5619UU8D,486083346460311555
2023-07,深圳市天磁科技有限公司,91440300MA5F851C1E,486083347047514115
2023-08,深圳市鹏电光学有限公司,91440300058965921C,486083347517276163
2023-08,东莞市伟峰印刷有限公司,91441900765706435B,486083348020592643
2023-05,深圳市金鸿瑞电子有限公司,91440300085703038H,486086421958885379
2023-10,深圳市金鸿瑞电子有限公司,91440300085703038H,486086422143434755
2023-06,深圳市迈迪杰电子科技有限公司,91440300683787219G,486086422680305667
2023-07,深圳品创兴科技有限公司,91440300691192370A,486086422999072771
2023-07,深圳市联合光学技术有限公司,91440300MA5DLLPM9H,486086423485612035
2023-07,海南省海山能源科技发展有限公司,91460108MA5TU9K16N,486086423905042435
2023-07,威海联合影像有限公司,91371081MA3M35RQ7Y,486086424458690563
2023-07,慕晨国际电子商务有限公司,91340207MA2MU4UR74,486086424727126019
2023-07,深圳沛喆微电子有限公司,914403003428058374,486086425146556419
2023-08,深圳创盈芯实业有限公司,91440300MA5DRN3C5F,486086427528921091
2023-08,深圳市慕晨科技有限公司,91440300MA5EJ0GY20,486086427847688195
2023-08,深圳海荻威光电科技有限公司,914403000504565240,486086428149678083
2023-08,北京盟创科技有限公司,91110116760918332Q,486086428518776835
2023-08,深圳致赢科技有限公司,91440300MA5FCX312X,486086428904652803
2023-08,深圳新光台电子科技有限公司,91440300071131008W,486086429340860419
2023-09,深圳市创通易购科技有限公司,91440300MA5F4W930N,486086429827399683
2023-09,深圳市世纪创新显示电子有限公司,91440300MA5FNX005J,486086430095835139
2023-09,深圳市欧朗博科技有限公司,91440300342723874D,486086430599151619
2023-06,北京捷士盟科技有限公司,91110108327286477T,486086676637024259
2023-06,东莞市谦腾科技有限公司,91441900MABUA39K89,486086677090009091
2023-07,东莞市谦腾科技有限公司,91441900MABUA39K89,486086677341667331
2023-06,湖北世纪联合创新科技有限公司,91420500MA48B1ALXL,486086677593325571
2023-11,湖北世纪联合创新科技有限公司,91420500MA48B1ALXL,486086677828206595
2023-07,深圳市新四季信息技术有限公司,914403005586547402,486086678331523075
2023-07,江西新四季科技有限公司,91360402MA38MBJA25,486086678667067395
2023-07,深圳市博锐高科科技有限公司,91440300094336313F,486086679170383875
2023-07,慕晨国际电子商务有限公司,91340207MA2MU4UR74,486086679673700355
2023-07,浙江腾视智驾科技有限公司,91330183MA2KH4P797,486086680009244675
2023-08,湖北丹桥电子有限公司,91420381MABUME0F54,486086680495783939
2023-08,深圳市华芯龙半导体有限公司,91440300MA5HNY376A,486086680848105475
2023-08,深圳市金凯博科技有限公司,91440300763498732P,486086681183649795
2023-08,安徽烽云世纪科技有限公司,91341300MA2TQGFAXD,486086681468862467
2023-09,深圳市欧朗博科技有限公司,91440300342723874D,486086681703743491
2023-09,深圳市芯微晟科技有限公司,91440300MA5F5TF1XR,486086682190282755
2023-09,重庆市天实精工科技有限公司,91500112MA5U40QP5W,486086682693599235
2023-09,深圳市铨天科技有限公司,91440300MA5GY7CP63,486086682945257475
2023-09,深圳市铨兴科技有限公司,91440300MA5DJ3H835,486086683196915715
2023-10,深圳市一恒科电子科技有限公司,914403000758070609,486086683700232195
2023-06,深圳市顺为信立科技有限公司,91440300MA5GCXBE05,486087409331601411
2023-06,深圳市芯科睿电子科技有限责任公司,91440300MA5F1NW95M,486087409633591299
2023-06,深圳市鲸刚科技有限公司,91440300MA5GK174XR,486087409935581187
2023-06,深圳市源微创新实业有限公司,91440300398508006X,486087410187239427
2023-07,汇钜电科（东莞）实业有限公司,91441900MA518B0W2Y,486087410489229315
2023-07,广州紫麦科技有限公司,91440106347403386C,486087410858328067
2023-07,广州茂晨科技有限公司,91440101MA59N12D19,486087411126763523
2023-07,杭州川保电子科技有限公司,91330110MA2J1JP04F,486087411395198979
2023-06,东莞市谦腾科技有限公司,91441900MABUA39K89,486087411663634435
2023-07,东莞市谦腾科技有限公司,91441900MABUA39K89,486087411932069891
2023-07,上海业声电子科技有限公司,91310114MA1GT0D04C,486087412133396483
2023-07,深圳图美客商用显示设备有限公司,914403000561959868,486087412368277507
2023-07,江西瑞德电子有限公司,91360481MA35YPTC3R,486087412603158531
2023-07,深圳银翔合众实业有限公司,91440300597784062E,486087413022588931
2023-08,深圳芯邦科技股份有限公司,914403007741138342,486087413324578819
2023-08,深圳弘毅智造科技有限公司,91440300MA5FEL767P,486087413693677571
2023-08,深圳市新盈恒科技有限公司,91440300MA5GC2829G,486087414062776323
2023-08,深圳市富芯通科技有限公司,91440300MA5EJCP8XB,486087414465429507
2023-08,深圳市晶测科技有限公司,91440300MA5ET9NG98,486087414834528259
2023-09,深圳市晶测科技有限公司,91440300MA5ET9NG98,486087414935191555
2023-08,深圳市卓信特通讯科技有限公司,91440300311635492R,486087415203627011
2023-08,深圳市灵畅互动科技有限公司,91440300559852415A,486087415505616899
2023-09,深圳市阿诺迪电子有限公司,91440300083869114Q,486087415874715651
2023-02,深圳市天耀电子有限公司,914403006911707615,486087416361254915
2023-09,深圳市天耀电子有限公司,914403006911707615,486087416495472643
2022-11,德中（深圳）激光智能科技有限公司,91440300MA5FC82P4D,486087416814239747
2023-10,德中（深圳）激光智能科技有限公司,91440300MA5FC82P4D,486087416998789123
2022-11,广东德中设备租赁有限公司,91440300MA5FYENP4M,486087417401442307
2023-10,广东德中设备租赁有限公司,91440300MA5FYENP4M,486087417569214467
2023-10,联芯半导体（深圳）有限公司,91440300350006672M,486087417787318275
2023-08,江西骏达触显光电股份有限公司,91360700MABT2C2W1G,486087777373388803
2023-02,深圳市道格恒通科技有限公司,9144030031164214X9,486088792663392259
2023-06,深圳市道格恒通科技有限公司,9144030031164214X9,486088792696946691
2023-07,深圳市道格恒通科技有限公司,9144030031164214X9,486088792797609987
2023-08,深圳市道格恒通科技有限公司,9144030031164214X9,486088792898273283
2023-11,深圳市道格恒通科技有限公司,9144030031164214X9,486235529298372630
2023-11,深圳市道格恒通科技有限公司,9144030031164214X9,486235529399035926
2023-11,杭州恒毅信息技术有限公司,91330108MA27WX9X9M,486352097378363414
2023-11,杭州恒毅信息技术有限公司,91330108MA27WX9X9M,486352097596467222
2023-11,广东德中众惠智能装备科技有限公司,91440300MA5GF08U93,486621472375236630
2023-10,广东德中众惠智能装备科技有限公司,91440300MA5GF08U93,486624442697383939
2023-11,广东德中众惠智能装备科技有限公司,91440300MA5GF08U93,486624442881933315
2023-11,鲨湾科技（青岛）有限公司,91370220MABLRFN19G,486654397728686083
2023-11,深圳市勤迈电子有限公司,91440300692542555W,487203719667002518
2023-11,深圳市勤迈电子有限公司,91440300692542555W,487203719952215190
2023-11,深圳市勤迈电子有限公司,91440300692542555W,487203720187096214
2023-11,深圳市芯科睿电子科技有限责任公司,91440300MA5F1NW95M,487208540784569494
2023-11,深圳市芯科睿电子科技有限责任公司,91440300MA5F1NW95M,487208541036227734
2023-11,深圳市华商数据科技有限公司,91440300MA5DC1WL1W,487379961586384899
2023-11,深圳市迈科斯特电子有限公司,91440300570042376X,488367577890875414
2023-11,深圳市迈亿商贸有限公司,91440300MA5DAC4Y9P,488662660515102724
2023-11,深圳市景森技术有限公司,91440300MA5FGAT68X,489094507581669380
2023-01,深圳可为创想智能科技有限公司,91440300071761114X,489390762799136772
2023-02,深圳可为创想智能科技有限公司,91440300071761114X,489390762950131716
2023-11,深圳市鑫美铝业有限公司,91440300568541248G,489409391431254020
2023-11,惠州市万桥重工科技有限公司,91441324MAC18J339K,489724090563690500
2023-12,上海寰储电子科技有限公司,91310115MA1K3BPTX1,490130393547204630
2023-12,苏福（深圳）科技有限公司,914403003564503870,490291656466104323
2023-12,四川西南联盛通讯技术有限公司,91511500MA65086L4H,490417285534580739
2023-12,宜宾威达光电有限公司,91511500MA6B09AG74,490440058239772694
2023-04,泸州禾苗通信科技有限公司,91510500MA67CPNH38,490536848515399683
2023-08,泸州禾苗通信科技有限公司,91510500MA67CPNH38,490536848783835139
2023-11,泸州禾苗通信科技有限公司,91510500MA67CPNH38,490536848867721219
2023-12,深圳市阿诺迪电子有限公司,91440300083869114Q,490544346202957846
2023-12,深圳市恺成科技有限公司,91440300MA5FBPJ335,490575350246467606
2023-12,深圳市兰盾科技有限公司,91440300359085805H,490577910265020419
2023-07,东莞市众诚精密科技有限公司,91441900MA51UW9EX5,491438490546864136
2023-09,深圳市龙耀供应链管理有限公司,91440300MACLER2P53,491438548512145416
2023-09,深圳市灏鑫达电子科技有限公司,91440300070384265G,491438585287802888
2023-10,深圳市梦云星城电子科技有限公司,91440300MA5H42A02Q,491438618892566536
2023-10,深圳市赛特恩电子有限公司,91440300050466802G,491438652765765640
2023-10,深圳市俊峰时代科技有限公司,91440300MA5HBRQJ6K,491438689105215496
2023-12,江西盛泰精密光学有限公司,91360521MA38YHLA7N,491438720713490440
2023-12,盛泰光电科技股份有限公司,91500111MA5YU65Y75,491438755878535176
2023-12,深圳市滨江智能装备科技有限公司,91440300MA5EE4YH1W,491438793459499016
2023-12,深圳市有氧智造科技有限公司,91440300MA5GN66Y9C,491438823960477704
